linkage_id	entity_type	source_key	display_name	strain_or_isolate	accession	accession_database	assembly_level	sequence_status	linkage_status	confidence	local_path	notes
host_assembly_mirzaeinilsson2015_eop_ecor_56	bacterium	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_56	GCA_012530755.1	GenBank	contig	available	exact	high	data/curation/downloads/bacteria/Escherichia_coli_ECOR_56_GCA_012530755.1.fasta	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-56 and full genome representation.
host_assembly_mirzaeinilsson2015_eop_ecor_57	bacterium	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_57	GCA_014450875.1	GenBank	contig	available	exact	high	data/curation/downloads/bacteria/Escherichia_coli_ECOR_57_GCA_014450875.1.fasta	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-57 and full genome representation.
host_assembly_mirzaeinilsson2015_eop_ecor_59	bacterium	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_59	GCA_012530595.1	GenBank	contig	available	exact	high	data/curation/downloads/bacteria/Escherichia_coli_ECOR_59_GCA_012530595.1.fasta	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-59 and full genome representation.
host_assembly_mirzaeinilsson2015_eop_ecor_60	bacterium	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_60	GCA_014464465.1	GenBank	contig	available	exact	high	data/curation/downloads/bacteria/Escherichia_coli_ECOR_60_GCA_014464465.1.fasta	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-60 and full genome representation.
host_assembly_mirzaeinilsson2015_eop_ecor_61	bacterium	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_61	GCA_012530495.1	GenBank	contig	available	exact	high	data/curation/downloads/bacteria/Escherichia_coli_ECOR_61_GCA_012530495.1.fasta	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-61 and full genome representation.
host_assembly_mirzaeinilsson2015_eop_ecor_62	bacterium	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_62	GCA_012530635.1	GenBank	contig	available	exact	high	data/curation/downloads/bacteria/Escherichia_coli_ECOR_62_GCA_012530635.1.fasta	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-62 and full genome representation.
host_assembly_mirzaeinilsson2015_eop_ecor_63	bacterium	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_63	GCA_014464365.1	GenBank	contig	available	exact	high	data/curation/downloads/bacteria/Escherichia_coli_ECOR_63_GCA_014464365.1.fasta	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-63 and full genome representation.
host_assembly_mirzaeinilsson2015_eop_ecor_64	bacterium	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_64	GCA_012530695.1	GenBank	contig	available	exact	high	data/curation/downloads/bacteria/Escherichia_coli_ECOR_64_GCA_012530695.1.fasta	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-64 and full genome representation.
host_assembly_mirzaeinilsson2015_eop_ecor_65	bacterium	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_65	GCA_012530375.1	GenBank	contig	available	exact	high	data/curation/downloads/bacteria/Escherichia_coli_ECOR_65_GCA_012530375.1.fasta	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-65 and full genome representation.
host_assembly_mirzaeinilsson2015_eop_ecor_66	bacterium	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_66	GCA_012530785.1	GenBank	contig	available	exact	high	data/curation/downloads/bacteria/Escherichia_coli_ECOR_66_GCA_012530785.1.fasta	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-66 and full genome representation.
host_assembly_mirzaeinilsson2015_eop_ecor_67	bacterium	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_67	GCA_014463245.1	GenBank	contig	available	exact	high	data/curation/downloads/bacteria/Escherichia_coli_ECOR_67_GCA_014463245.1.fasta	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-67 and full genome representation.
host_assembly_mirzaeinilsson2015_eop_ecor_68	bacterium	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_68	GCA_012530195.1	GenBank	contig	available	exact	high	data/curation/downloads/bacteria/Escherichia_coli_ECOR_68_GCA_012530195.1.fasta	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-68 and full genome representation.
host_assembly_mirzaeinilsson2015_eop_ecor_69	bacterium	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_69	GCA_014463205.1	GenBank	contig	available	exact	high	data/curation/downloads/bacteria/Escherichia_coli_ECOR_69_GCA_014463205.1.fasta	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-69 and full genome representation.
host_assembly_mirzaeinilsson2015_eop_ecor_71	bacterium	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_71	GCA_012504355.1	GenBank	contig	available	exact	high	data/curation/downloads/bacteria/Escherichia_coli_ECOR_71_GCA_012504355.1.fasta	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-71 and full genome representation.
host_assembly_mirzaeinilsson2015_eop_ecor_72	bacterium	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_72	GCA_014463125.1	GenBank	contig	available	exact	high	data/curation/downloads/bacteria/Escherichia_coli_ECOR_72_GCA_014463125.1.fasta	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-72 and full genome representation.
host_assembly_sofy2021_kpp5_k_pneumoniae_2	bacterium	Sofy2021_KPP5	Klebsiella pneumoniae	K_pneumoniae_2	GCA_032750595.1	GenBank	contig	available	exact	high	data/curation/downloads/bacteria/Klebsiella_pneumoniae_K_pneumoniae_2_GCA_032750595.1.fasta	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=K. pneumoniae-2 and full genome representation.
host_assembly_sofy2021_kpp5_k_pneumoniae_4	bacterium	Sofy2021_KPP5	Klebsiella pneumoniae	K_pneumoniae_4	GCA_032746235.1	GenBank	contig	available	exact	high	data/curation/downloads/bacteria/Klebsiella_pneumoniae_K_pneumoniae_4_GCA_032746235.1.fasta	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=K. pneumoniae-4 and full genome representation.
host_assembly_sofy2021_kpp5_k_pneumoniae_5	bacterium	Sofy2021_KPP5	Klebsiella pneumoniae	K_pneumoniae_5	GCA_032742255.1	GenBank	contig	available	exact	high	data/curation/downloads/bacteria/Klebsiella_pneumoniae_K_pneumoniae_5_GCA_032742255.1.fasta	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=K. pneumoniae-5 and full genome representation.
host_assembly_sofy2021_kpp5_k_pneumoniae_6	bacterium	Sofy2021_KPP5	Klebsiella pneumoniae	K_pneumoniae_6	GCA_032746015.1	GenBank	contig	available	exact	high	data/curation/downloads/bacteria/Klebsiella_pneumoniae_K_pneumoniae_6_GCA_032746015.1.fasta	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=K. pneumoniae-6 and full genome representation.
host_assembly_sofy2021_kpp5_k_pneumoniae_7	bacterium	Sofy2021_KPP5	Klebsiella pneumoniae	K_pneumoniae_7	GCA_032746055.1	GenBank	contig	available	exact	high	data/curation/downloads/bacteria/Klebsiella_pneumoniae_K_pneumoniae_7_GCA_032746055.1.fasta	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=K. pneumoniae-7 and full genome representation.
host_assembly_sofy2021_kpp5_k_pneumoniae_8	bacterium	Sofy2021_KPP5	Klebsiella pneumoniae	K_pneumoniae_8	GCA_032743735.1	GenBank	contig	available	exact	high	data/curation/downloads/bacteria/Klebsiella_pneumoniae_K_pneumoniae_8_GCA_032743735.1.fasta	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=K. pneumoniae-8 and full genome representation.
host_assembly_sofy2021_kpp5_k_pneumoniae_10	bacterium	Sofy2021_KPP5	Klebsiella pneumoniae	K_pneumoniae_10	GCA_032743755.1	GenBank	contig	available	exact	high	data/curation/downloads/bacteria/Klebsiella_pneumoniae_K_pneumoniae_10_GCA_032743755.1.fasta	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=K. pneumoniae-10 and full genome representation.
host_assembly_sofy2021_kpp5_k_pneumoniae_12	bacterium	Sofy2021_KPP5	Klebsiella pneumoniae	K_pneumoniae_12	GCA_032743795.1	GenBank	contig	available	exact	high	data/curation/downloads/bacteria/Klebsiella_pneumoniae_K_pneumoniae_12_GCA_032743795.1.fasta	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=K. pneumoniae-12 and full genome representation.
host_assembly_sofy2021_kpp5_k_pneumoniae_13	bacterium	Sofy2021_KPP5	Klebsiella pneumoniae	K_pneumoniae_13	GCA_032764725.1	GenBank	contig	available	exact	high	data/curation/downloads/bacteria/Klebsiella_pneumoniae_K_pneumoniae_13_GCA_032764725.1.fasta	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=K. pneumoniae-13 and full genome representation.
host_assembly_sofy2021_kpp5_k_pneumoniae_14	bacterium	Sofy2021_KPP5	Klebsiella pneumoniae	K_pneumoniae_14	GCA_032743815.1	GenBank	contig	available	exact	high	data/curation/downloads/bacteria/Klebsiella_pneumoniae_K_pneumoniae_14_GCA_032743815.1.fasta	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=K. pneumoniae-14 and full genome representation.
host_assembly_sofy2021_kpp5_k_pneumoniae_15	bacterium	Sofy2021_KPP5	Klebsiella pneumoniae	K_pneumoniae_15	GCA_032743855.1	GenBank	contig	available	exact	high	data/curation/downloads/bacteria/Klebsiella_pneumoniae_K_pneumoniae_15_GCA_032743855.1.fasta	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=K. pneumoniae-15 and full genome representation.
host_assembly_sofy2021_kpp5_k_pneumoniae_16	bacterium	Sofy2021_KPP5	Klebsiella pneumoniae	K_pneumoniae_16	GCA_032764785.1	GenBank	contig	available	exact	high	data/curation/downloads/bacteria/Klebsiella_pneumoniae_K_pneumoniae_16_GCA_032764785.1.fasta	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=K. pneumoniae-16 and full genome representation.
host_assembly_sofy2021_kpp5_k_pneumoniae_17	bacterium	Sofy2021_KPP5	Klebsiella pneumoniae	K_pneumoniae_17	GCA_032738925.1	GenBank	contig	available	exact	high	data/curation/downloads/bacteria/Klebsiella_pneumoniae_K_pneumoniae_17_GCA_032738925.1.fasta	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=K. pneumoniae-17 and full genome representation.
host_assembly_sofy2021_kpp5_k_pneumoniae_18	bacterium	Sofy2021_KPP5	Klebsiella pneumoniae	K_pneumoniae_18	GCA_032750515.1	GenBank	contig	available	exact	high	data/curation/downloads/bacteria/Klebsiella_pneumoniae_K_pneumoniae_18_GCA_032750515.1.fasta	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=K. pneumoniae-18 and full genome representation.
host_assembly_sofy2021_kpp5_k_pneumoniae_19	bacterium	Sofy2021_KPP5	Klebsiella pneumoniae	K_pneumoniae_19	GCA_032738905.1	GenBank	contig	available	exact	high	data/curation/downloads/bacteria/Klebsiella_pneumoniae_K_pneumoniae_19_GCA_032738905.1.fasta	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=K. pneumoniae-19 and full genome representation.
host_assembly_sofy2021_kpp5_e_coli_1	bacterium	Sofy2021_KPP5	Escherichia coli	E_coli_1	GCA_055734145.1	GenBank	contig	available	exact	high	data/curation/downloads/bacteria/Escherichia_coli_E_coli_1_GCA_055734145.1.fasta	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=E. coli_1 and full genome representation.
host_assembly_sofy2021_kpp5_e_coli_2	bacterium	Sofy2021_KPP5	Escherichia coli	E_coli_2	GCA_055734185.1	GenBank	contig	available	exact	high	data/curation/downloads/bacteria/Escherichia_coli_E_coli_2_GCA_055734185.1.fasta	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=E. coli_2 and full genome representation.
host_assembly_sofy2021_kpp5_e_coli_3	bacterium	Sofy2021_KPP5	Escherichia coli	E_coli_3	GCA_055734295.1	GenBank	contig	available	exact	high	data/curation/downloads/bacteria/Escherichia_coli_E_coli_3_GCA_055734295.1.fasta	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=E. coli_3 and full genome representation.
host_assembly_sofy2021_kpp5_e_coli_5	bacterium	Sofy2021_KPP5	Escherichia coli	E_coli_5	GCA_055734425.1	GenBank	contig	available	exact	high	data/curation/downloads/bacteria/Escherichia_coli_E_coli_5_GCA_055734425.1.fasta	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=E. coli_5 and full genome representation.
host_assembly_sofy2021_kpp5_e_coli_6	bacterium	Sofy2021_KPP5	Escherichia coli	E_coli_6	GCA_055734465.1	GenBank	contig	available	exact	high	data/curation/downloads/bacteria/Escherichia_coli_E_coli_6_GCA_055734465.1.fasta	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=E. coli_6 and full genome representation.
host_assembly_sofy2021_kpp5_p_aeruginosa_3	bacterium	Sofy2021_KPP5	Pseudomonas aeruginosa	P_aeruginosa_3	GCA_032743355.1	GenBank	contig	available	exact	high	data/curation/downloads/bacteria/Pseudomonas_aeruginosa_P_aeruginosa_3_GCA_032743355.1.fasta	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=P. aeruginosa-3 and full genome representation.
