interaction_id	source_key	source_type	pmid	doi	assay_type	bacterium	strain	bacterial_accession	phage	phage_accession	reference_host	raw_eop	eop_relation	eop_value	eop_class	susceptibility_label	plaque_result	anti_crispr_status	anti_crispr_genes	crispr_interference_evidence	other_defense_evidence	experimental_conditions	curation_status	curation_confidence	notes
mirzaei2015_ecor_36_su16_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_36		SU16		primary isolation host	0.22±0.15	=	0.22	medium	susceptible	clear_plaques	not_evaluated		not_evaluated	colicin/plasmid marker: E(E1); P2 prophage marker: -	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_36_su32_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_36		SU32		primary isolation host	< 0.001	<	0.001	none	resistant	no_plaques	not_evaluated		not_evaluated	colicin/plasmid marker: E(E1); P2 prophage marker: -	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_36_su57_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_36		SU57		primary isolation host	< 0.001	<	0.001	none	resistant	no_plaques	not_evaluated		not_evaluated	colicin/plasmid marker: E(E1); P2 prophage marker: -	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_36_su63_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_36		SU63		primary isolation host	0.05±0.04	=	0.05	low	reduced_susceptibility	pinpoint_plaques	not_evaluated		not_evaluated	colicin/plasmid marker: E(E1); P2 prophage marker: -	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_37_su63_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_37		SU63		primary isolation host	< 0.001	<	0.001	none	resistant	no_plaques	not_evaluated		not_evaluated	P2 prophage marker: -	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_38_su10_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_38		SU10		primary isolation host	< 0.001	<	0.001	none	resistant	no_plaques	not_evaluated		not_evaluated	colicin/plasmid marker: Ia; P2 prophage marker: 1	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_38_su16_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_38		SU16		primary isolation host	< 0.001	<	0.001	none	resistant	no_plaques	not_evaluated		not_evaluated	colicin/plasmid marker: Ia; P2 prophage marker: 1	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_38_su63_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_38		SU63		primary isolation host	< 0.001	<	0.001	none	resistant	no_plaques	not_evaluated		not_evaluated	colicin/plasmid marker: Ia; P2 prophage marker: 1	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_39_su10_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_39		SU10		primary isolation host	< 0.001	<	0.001	none	resistant	no_plaques	not_evaluated		not_evaluated	colicin/plasmid marker: E(E1); P2 prophage marker: 1	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_39_su16_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_39		SU16		primary isolation host	0	=	0	none	resistant	no_plaques	not_evaluated		not_evaluated	colicin/plasmid marker: E(E1); P2 prophage marker: 1	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_40_su10_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_40		SU10		primary isolation host	0.91±0.04	=	0.91	high	susceptible	clear_plaques	not_evaluated		not_evaluated	colicin/plasmid marker: E(E1); P2 prophage marker: -	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_40_su16_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_40		SU16		primary isolation host	0.14±0.03	=	0.14	medium	susceptible	clear_plaques	not_evaluated		not_evaluated	colicin/plasmid marker: E(E1); P2 prophage marker: -	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_40_su27_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_40		SU27		primary isolation host	< 0.001	<	0.001	none	resistant	no_plaques	not_evaluated		not_evaluated	colicin/plasmid marker: E(E1); P2 prophage marker: -	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_40_su57_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_40		SU57		primary isolation host	< 0.001	<	0.001	none	resistant	no_plaques	not_evaluated		not_evaluated	colicin/plasmid marker: E(E1); P2 prophage marker: -	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_40_su63_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_40		SU63		primary isolation host	0.11±0.01	=	0.11	medium	susceptible	clear_plaques	not_evaluated		not_evaluated	colicin/plasmid marker: E(E1); P2 prophage marker: -	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_41_su10_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_41		SU10		primary isolation host	0.078±0.009	=	0.078	low	reduced_susceptibility	pinpoint_plaques	not_evaluated		not_evaluated	colicin/plasmid marker: K / N; P2 prophage marker: -	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_41_su16_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_41		SU16		primary isolation host	0.05±0.03	=	0.05	low	reduced_susceptibility	pinpoint_plaques	not_evaluated		not_evaluated	colicin/plasmid marker: K / N; P2 prophage marker: -	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_41_su57_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_41		SU57		primary isolation host	< 0.001	<	0.001	none	resistant	no_plaques	not_evaluated		not_evaluated	colicin/plasmid marker: K / N; P2 prophage marker: -	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_42_su10_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_42		SU10		primary isolation host	< 0.001	<	0.001	none	resistant	no_plaques	not_evaluated		not_evaluated	colicin/plasmid marker: B; P2 prophage marker: 1	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_42_su16_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_42		SU16		primary isolation host	0.03±0.01	=	0.03	low	reduced_susceptibility	pinpoint_plaques	not_evaluated		not_evaluated	colicin/plasmid marker: B; P2 prophage marker: 1	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_42_su63_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_42		SU63		primary isolation host	< 0.001	<	0.001	none	resistant	no_plaques	not_evaluated		not_evaluated	colicin/plasmid marker: B; P2 prophage marker: 1	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_43_su16_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_43		SU16		primary isolation host	< 0.001	<	0.001	none	resistant	no_plaques	not_evaluated		not_evaluated	P2 prophage marker: -	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_43_su63_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_43		SU63		primary isolation host	< 0.001	<	0.001	none	resistant	no_plaques	not_evaluated		not_evaluated	P2 prophage marker: -	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_46_su16_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_46		SU16		primary isolation host	< 0.001	<	0.001	none	resistant	no_plaques	not_evaluated		not_evaluated	P2 prophage marker: 4	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_47_su10_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_47		SU10		primary isolation host	0.042±0.007	=	0.042	low	reduced_susceptibility	pinpoint_plaques	not_evaluated		not_evaluated	P2 prophage marker: -	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_47_su16_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_47		SU16		primary isolation host	0.008±0.003	=	0.008	low	reduced_susceptibility	pinpoint_plaques	not_evaluated		not_evaluated	P2 prophage marker: -	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_47_su27_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_47		SU27		primary isolation host	0.020±0.004	=	0.02	low	reduced_susceptibility	pinpoint_plaques	not_evaluated		not_evaluated	P2 prophage marker: -	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_48_su10_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_48		SU10		primary isolation host	0.35±0.09	=	0.35	medium	susceptible	clear_plaques	not_evaluated		not_evaluated	colicin/plasmid marker: Ib; P2 prophage marker: 3	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_48_su16_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_48		SU16		primary isolation host	0.04±0.02	=	0.04	low	reduced_susceptibility	pinpoint_plaques	not_evaluated		not_evaluated	colicin/plasmid marker: Ib; P2 prophage marker: 3	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_48_su27_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_48		SU27		primary isolation host	0.005±0.002	=	0.005	low	reduced_susceptibility	pinpoint_plaques	not_evaluated		not_evaluated	colicin/plasmid marker: Ib; P2 prophage marker: 3	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_48_su63_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_48		SU63		primary isolation host	0.08±0.06	=	0.08	low	reduced_susceptibility	pinpoint_plaques	not_evaluated		not_evaluated	colicin/plasmid marker: Ib; P2 prophage marker: 3	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_49_su10_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_49		SU10		primary isolation host	0.074±0.009	=	0.074	low	reduced_susceptibility	pinpoint_plaques	not_evaluated		not_evaluated	P2 prophage marker: -	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_49_su16_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_49		SU16		primary isolation host	0.03±0.01	=	0.03	low	reduced_susceptibility	pinpoint_plaques	not_evaluated		not_evaluated	P2 prophage marker: -	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_49_su27_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_49		SU27		primary isolation host	0.001±0.001	=	0.001	low	reduced_susceptibility	pinpoint_plaques	not_evaluated		not_evaluated	P2 prophage marker: -	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_50_su10_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_50		SU10		primary isolation host	0.026±0.003	=	0.026	low	reduced_susceptibility	pinpoint_plaques	not_evaluated		not_evaluated	colicin/plasmid marker: E(E1); P2 prophage marker: 1	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_50_su16_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_50		SU16		primary isolation host	0.011±0.008	=	0.011	low	reduced_susceptibility	pinpoint_plaques	not_evaluated		not_evaluated	colicin/plasmid marker: E(E1); P2 prophage marker: 1	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_50_su57_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_50		SU57		primary isolation host	< 0.001	<	0.001	none	resistant	no_plaques	not_evaluated		not_evaluated	colicin/plasmid marker: E(E1); P2 prophage marker: 1	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_50_su63_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_50		SU63		primary isolation host	0.002±0.001	=	0.002	low	reduced_susceptibility	pinpoint_plaques	not_evaluated		not_evaluated	colicin/plasmid marker: E(E1); P2 prophage marker: 1	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_51_su10_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_51		SU10		primary isolation host	0.78±0.03	=	0.78	high	susceptible	clear_plaques	not_evaluated		not_evaluated	P2 prophage marker: -	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_51_su16_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_51		SU16		primary isolation host	0.20±0.06	=	0.2	medium	susceptible	clear_plaques	not_evaluated		not_evaluated	P2 prophage marker: -	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_51_su27_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_51		SU27		primary isolation host	0.007±0.001	=	0.007	low	reduced_susceptibility	pinpoint_plaques	not_evaluated		not_evaluated	P2 prophage marker: -	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_51_su32_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_51		SU32		primary isolation host	1.56±0.58	=	1.56	high	susceptible	clear_plaques	not_evaluated		not_evaluated	P2 prophage marker: -	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_51_su57_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_51		SU57		primary isolation host	< 0.001	<	0.001	none	resistant	no_plaques	not_evaluated		not_evaluated	P2 prophage marker: -	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_51_su63_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_51		SU63		primary isolation host	0.5±0.3	=	0.5	high	susceptible	clear_plaques	not_evaluated		not_evaluated	P2 prophage marker: -	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_52_su10_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_52		SU10		primary isolation host	0.07±0.01	=	0.07	low	reduced_susceptibility	pinpoint_plaques	not_evaluated		not_evaluated	P2 prophage marker: -	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_52_su16_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_52		SU16		primary isolation host	0.4±0.2	=	0.4	medium	susceptible	clear_plaques	not_evaluated		not_evaluated	P2 prophage marker: -	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_52_su27_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_52		SU27		primary isolation host	< 0.001	<	0.001	none	resistant	no_plaques	not_evaluated		not_evaluated	P2 prophage marker: -	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_52_su32_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_52		SU32		primary isolation host	< 0.001	<	0.001	none	resistant	no_plaques	not_evaluated		not_evaluated	P2 prophage marker: -	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_52_su63_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_52		SU63		primary isolation host	0.09±0.07	=	0.09	low	reduced_susceptibility	pinpoint_plaques	not_evaluated		not_evaluated	P2 prophage marker: -	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_53_su16_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_53		SU16		primary isolation host	< 0.001	<	0.001	none	resistant	no_plaques	not_evaluated		not_evaluated	P2 prophage marker: 3	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_53_su27_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_53		SU27		primary isolation host	0	=	0	none	resistant	no_plaques	not_evaluated		not_evaluated	P2 prophage marker: 3	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_53_su32_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_53		SU32		primary isolation host	1.7±0.6	=	1.7	high	susceptible	clear_plaques	not_evaluated		not_evaluated	P2 prophage marker: 3	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_53_su63_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_53		SU63		primary isolation host	0.070±0.074	=	0.07	low	reduced_susceptibility	pinpoint_plaques	not_evaluated		not_evaluated	P2 prophage marker: 3	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_54_su10_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_54		SU10		primary isolation host	0.73±0.12	=	0.73	high	susceptible	clear_plaques	not_evaluated		not_evaluated	P2 prophage marker: -	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_54_su16_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_54		SU16		primary isolation host	0.18±0.09	=	0.18	medium	susceptible	clear_plaques	not_evaluated		not_evaluated	P2 prophage marker: -	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_54_su27_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_54		SU27		primary isolation host	0.015±0.003	=	0.015	low	reduced_susceptibility	pinpoint_plaques	not_evaluated		not_evaluated	P2 prophage marker: -	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
mirzaei2015_ecor_54_su32_eop	MirzaeiNilsson2015_EOP	supplement	25794006	10.1371/journal.pone.0118557	eop	Escherichia coli	ECOR_54		SU32		primary isolation host	1.24±0.06	=	1.24	high	susceptible	clear_plaques	not_evaluated		not_evaluated	P2 prophage marker: -	Stationary-phase bacteria, double-layer plaque assay, 30 C overnight; EOP is average PFU on target divided by average PFU on host, three measurements.	curated	high	Imported from S1 Table; blank source cells were not treated as measured interactions.
