source_key	bacterium	strain	query	candidate_rank	ncbi_uid	candidate_accession	candidate_title	candidate_length	review_status	notes
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_53	"""Escherichia coli""[Organism] AND ""ECOR 53""[All Fields]"	1	1898943388	DABREI000000000	TPA_asm: Escherichia coli strain ECOR-53, whole genome shotgun sequencing project	131	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_53	"""Escherichia coli""[Organism] AND ""ECOR 53""[All Fields]"	2	1832643827	DABAVI000000000	TPA_asm: Escherichia coli strain ECOR-53, whole genome shotgun sequencing project	137	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_53	"""Escherichia coli""[Organism] AND ""ECOR 53""[All Fields]"	3	18104319	AF359687	Escherichia coli strain ECOR 53 DNA polymerase I (polA) gene, partial cds	341	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_54	"""Escherichia coli""[Organism] AND ""ECOR 54""[All Fields]"	1	1898943382	DABREG000000000	TPA_asm: Escherichia coli strain ECOR-54, whole genome shotgun sequencing project	140	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_54	"""Escherichia coli""[Organism] AND ""ECOR 54""[All Fields]"	2	1832641364	DABAVB000000000	TPA_asm: Escherichia coli strain ECOR-54, whole genome shotgun sequencing project	123	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_54	"""Escherichia coli""[Organism] AND ""ECOR 54""[All Fields]"	3	18104311	AF359683	Escherichia coli strain ECOR 54 DNA polymerase I (polA) gene, partial cds	341	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_55	"""Escherichia coli""[Organism] AND ""ECOR 55""[All Fields]"	1	1832641308	DABAUZ000000000	TPA_asm: Escherichia coli strain ECOR-55, whole genome shotgun sequencing project	147	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_55	"""Escherichia coli""[Organism] AND ""ECOR 55""[All Fields]"	2	18104313	AF359684	Escherichia coli strain ECOR 55 DNA polymerase I (polA) gene, partial cds	341	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_55	"""Escherichia coli""[Organism] AND ""ECOR 55""[All Fields]"	3	21666105	AF359609	Escherichia coli strain ECOR 55 DNA helicase II (uvrD) gene, partial cds	400	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_56	"""Escherichia coli""[Organism] AND ""ECOR 56""[All Fields]"	1	1832641212	DABAUY000000000	TPA_asm: Escherichia coli strain ECOR-56, whole genome shotgun sequencing project	108	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_56	"""Escherichia coli""[Organism] AND ""ECOR 56""[All Fields]"	2	18104317	AF359686	Escherichia coli strain ECOR 56 DNA polymerase I (polA) gene, partial cds	341	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_56	"""Escherichia coli""[Organism] AND ""ECOR 56""[All Fields]"	3	21666107	AF359610	Escherichia coli strain ECOR 56 DNA helicase II (uvrD) gene, partial cds	400	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_57	"""Escherichia coli""[Organism] AND ""ECOR 57""[All Fields]"	1	1898578913	DABQXA000000000	TPA_asm: Escherichia coli strain ECOR-57, whole genome shotgun sequencing project	185	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_57	"""Escherichia coli""[Organism] AND ""ECOR 57""[All Fields]"	2	1832641356	DABAVA000000000	TPA_asm: Escherichia coli strain ECOR-57, whole genome shotgun sequencing project	145	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_57	"""Escherichia coli""[Organism] AND ""ECOR 57""[All Fields]"	3	18104315	AF359685	Escherichia coli strain ECOR 57 DNA polymerase I (polA) gene, partial cds	341	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_59	"""Escherichia coli""[Organism] AND ""ECOR 59""[All Fields]"	1	1832640907	DABAUU000000000	TPA_asm: Escherichia coli strain ECOR-59, whole genome shotgun sequencing project	94	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_59	"""Escherichia coli""[Organism] AND ""ECOR 59""[All Fields]"	2	18104321	AF359688	Escherichia coli strain ECOR 59 DNA polymerase I (polA) gene, partial cds	341	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_59	"""Escherichia coli""[Organism] AND ""ECOR 59""[All Fields]"	3	21666216	AF359663	Escherichia coli strain ECOR 59 DNA helicase II (uvrD) gene, partial cds	400	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_60	"""Escherichia coli""[Organism] AND ""ECOR 60""[All Fields]"	1	1898943181	DABREB000000000	TPA_asm: Escherichia coli strain ECOR-60, whole genome shotgun sequencing project	140	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_60	"""Escherichia coli""[Organism] AND ""ECOR 60""[All Fields]"	2	1832641072	DABAUV000000000	TPA_asm: Escherichia coli strain ECOR-60, whole genome shotgun sequencing project	171	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_60	"""Escherichia coli""[Organism] AND ""ECOR 60""[All Fields]"	3	18104323	AF359689	Escherichia coli strain ECOR 60 DNA polymerase I (polA) gene, partial cds	341	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_61	"""Escherichia coli""[Organism] AND ""ECOR 61""[All Fields]"	1	1832641065	DABAUW000000000	TPA_asm: Escherichia coli strain ECOR-61, whole genome shotgun sequencing project	122	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_61	"""Escherichia coli""[Organism] AND ""ECOR 61""[All Fields]"	2	18104325	AF359690	Escherichia coli strain ECOR 61 DNA polymerase I (polA) gene, partial cds	341	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_61	"""Escherichia coli""[Organism] AND ""ECOR 61""[All Fields]"	3	21666220	AF359665	Escherichia coli strain ECOR 61 DNA helicase II (uvrD) gene, partial cds	400	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_62	"""Escherichia coli""[Organism] AND ""ECOR 62""[All Fields]"	1	1832641203	DABAUX000000000	TPA_asm: Escherichia coli strain ECOR-62, whole genome shotgun sequencing project	141	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_62	"""Escherichia coli""[Organism] AND ""ECOR 62""[All Fields]"	2	18104327	AF359691	Escherichia coli strain ECOR 62 DNA polymerase I (polA) gene, partial cds	341	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_62	"""Escherichia coli""[Organism] AND ""ECOR 62""[All Fields]"	3	21666218	AF359664	Escherichia coli strain ECOR 62 DNA helicase II (uvrD) gene, partial cds	400	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_63	"""Escherichia coli""[Organism] AND ""ECOR 63""[All Fields]"	1	1898943370	DABREC000000000	TPA_asm: Escherichia coli strain ECOR-63, whole genome shotgun sequencing project	124	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_63	"""Escherichia coli""[Organism] AND ""ECOR 63""[All Fields]"	2	1832640831	DABAUT000000000	TPA_asm: Escherichia coli strain ECOR-63, whole genome shotgun sequencing project	115	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_63	"""Escherichia coli""[Organism] AND ""ECOR 63""[All Fields]"	3	18104329	AF359692	Escherichia coli strain ECOR 63 DNA polymerase I (polA) gene, partial cds	341	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_64	"""Escherichia coli""[Organism] AND ""ECOR 64""[All Fields]"	1	1832638783	DABAUP000000000	TPA_asm: Escherichia coli strain ECOR-64, whole genome shotgun sequencing project	155	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_64	"""Escherichia coli""[Organism] AND ""ECOR 64""[All Fields]"	2	18104331	AF359693	Escherichia coli strain ECOR 64 DNA polymerase I (polA) gene, partial cds	341	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_64	"""Escherichia coli""[Organism] AND ""ECOR 64""[All Fields]"	3	21666235	AF359672	Escherichia coli strain ECOR 64 DNA helicase II (uvrD) gene, partial cds	400	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_65	"""Escherichia coli""[Organism] AND ""ECOR 65""[All Fields]"	1	1832635671	DABAUJ000000000	TPA_asm: Escherichia coli strain ECOR-65, whole genome shotgun sequencing project	100	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_65	"""Escherichia coli""[Organism] AND ""ECOR 65""[All Fields]"	2	18104333	AF359694	Escherichia coli strain ECOR 65 DNA polymerase I (polA) gene, partial cds	341	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_65	"""Escherichia coli""[Organism] AND ""ECOR 65""[All Fields]"	3	21666113	AF359613	Escherichia coli strain ECOR 65 DNA helicase II (uvrD) gene, partial cds	400	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_66	"""Escherichia coli""[Organism] AND ""ECOR 66""[All Fields]"	1	1832636245	DABAUK000000000	TPA_asm: Escherichia coli strain ECOR-66, whole genome shotgun sequencing project	57	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_66	"""Escherichia coli""[Organism] AND ""ECOR 66""[All Fields]"	2	18104415	AF359735	Escherichia coli strain ECOR 66 DNA polymerase I (polA) gene, partial cds	341	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_66	"""Escherichia coli""[Organism] AND ""ECOR 66""[All Fields]"	3	21666243	AF359676	Escherichia coli strain ECOR 66 DNA helicase II (uvrD) gene, partial cds	400	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_67	"""Escherichia coli""[Organism] AND ""ECOR 67""[All Fields]"	1	1898939349	DABRDV000000000	TPA_asm: Escherichia coli strain ECOR-67, whole genome shotgun sequencing project	74	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_67	"""Escherichia coli""[Organism] AND ""ECOR 67""[All Fields]"	2	1832634535	DABAUI000000000	TPA_asm: Escherichia coli strain ECOR-67, whole genome shotgun sequencing project	70	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_67	"""Escherichia coli""[Organism] AND ""ECOR 67""[All Fields]"	3	18104429	AF359742	Escherichia coli strain ECOR 67 DNA polymerase I (polA) gene, partial cds	341	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_68	"""Escherichia coli""[Organism] AND ""ECOR 68""[All Fields]"	1	1832671906	DABAXA000000000	TPA_asm: Escherichia coli strain ECOR-68/B1, whole genome shotgun sequencing project	159	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_68	"""Escherichia coli""[Organism] AND ""ECOR 68""[All Fields]"	2	1832636936	DABAUM000000000	TPA_asm: Escherichia coli strain ECOR-68, whole genome shotgun sequencing project	158	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_68	"""Escherichia coli""[Organism] AND ""ECOR 68""[All Fields]"	3	18104431	AF359743	Escherichia coli strain ECOR 68 DNA polymerase I (polA) gene, partial cds	341	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_69	"""Escherichia coli""[Organism] AND ""ECOR 69""[All Fields]"	1	1898939354	DABRDW000000000	TPA_asm: Escherichia coli strain ECOR-69, whole genome shotgun sequencing project	89	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_69	"""Escherichia coli""[Organism] AND ""ECOR 69""[All Fields]"	2	1832632775	DABAUF000000000	TPA_asm: Escherichia coli strain ECOR-69, whole genome shotgun sequencing project	92	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_69	"""Escherichia coli""[Organism] AND ""ECOR 69""[All Fields]"	3	18104433	AF359744	Escherichia coli strain ECOR 69 DNA polymerase I (polA) gene, partial cds	341	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_71	"""Escherichia coli""[Organism] AND ""ECOR 71""[All Fields]"	1	1832463198	DABAMH000000000	TPA_asm: Escherichia coli strain ECOR-71, whole genome shotgun sequencing project	174	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_71	"""Escherichia coli""[Organism] AND ""ECOR 71""[All Fields]"	2	18104437	AF359746	Escherichia coli strain ECOR 71 DNA polymerase I (polA) gene, partial cds	341	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_71	"""Escherichia coli""[Organism] AND ""ECOR 71""[All Fields]"	3	21666192	AF359652	Escherichia coli strain ECOR 71 DNA helicase II (uvrD) gene, partial cds	400	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_72	"""Escherichia coli""[Organism] AND ""ECOR 72""[All Fields]"	1	1898939081	DABRDT000000000	TPA_asm: Escherichia coli strain ECOR-72, whole genome shotgun sequencing project	214	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_72	"""Escherichia coli""[Organism] AND ""ECOR 72""[All Fields]"	2	1832632819	DABAUG000000000	TPA_asm: Escherichia coli strain ECOR-72, whole genome shotgun sequencing project	79	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_72	"""Escherichia coli""[Organism] AND ""ECOR 72""[All Fields]"	3	18104439	AF359747	Escherichia coli strain ECOR 72 DNA polymerase I (polA) gene, partial cds	341	needs_review	
MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_19	"""Escherichia coli""[Organism] AND ""ESBL Ecoli 19""[All Fields]"	0					no_candidate	
MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_32	"""Escherichia coli""[Organism] AND ""ESBL Ecoli 32""[All Fields]"	0					no_candidate	
MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_39	"""Escherichia coli""[Organism] AND ""ESBL Ecoli 39""[All Fields]"	0					no_candidate	
MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_41	"""Escherichia coli""[Organism] AND ""ESBL Ecoli 41""[All Fields]"	0					no_candidate	
MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_44	"""Escherichia coli""[Organism] AND ""ESBL Ecoli 44""[All Fields]"	0					no_candidate	
MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_127	"""Escherichia coli""[Organism] AND ""ESBL Ecoli 127""[All Fields]"	0					no_candidate	
MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_128	"""Escherichia coli""[Organism] AND ""ESBL Ecoli 128""[All Fields]"	0					no_candidate	
MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_130	"""Escherichia coli""[Organism] AND ""ESBL Ecoli 130""[All Fields]"	0					no_candidate	
MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_133	"""Escherichia coli""[Organism] AND ""ESBL Ecoli 133""[All Fields]"	0					no_candidate	
MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_134	"""Escherichia coli""[Organism] AND ""ESBL Ecoli 134""[All Fields]"	0					no_candidate	
MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_165	"""Escherichia coli""[Organism] AND ""ESBL Ecoli 165""[All Fields]"	0					no_candidate	
MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_170	"""Escherichia coli""[Organism] AND ""ESBL Ecoli 170""[All Fields]"	0					no_candidate	
MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_198	"""Escherichia coli""[Organism] AND ""ESBL Ecoli 198""[All Fields]"	0					no_candidate	
MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_232	"""Escherichia coli""[Organism] AND ""ESBL Ecoli 232""[All Fields]"	0					no_candidate	
MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_314A	"""Escherichia coli""[Organism] AND ""ESBL Ecoli 314A""[All Fields]"	0					no_candidate	
MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_314B	"""Escherichia coli""[Organism] AND ""ESBL Ecoli 314B""[All Fields]"	0					no_candidate	
MirzaeiNilsson2015_EOP	Salmonella enterica	SARA_15	"""Salmonella enterica""[Organism] AND ""SARA 15""[All Fields]"	0					no_candidate	
MirzaeiNilsson2015_EOP	Salmonella enterica	SARA_17	"""Salmonella enterica""[Organism] AND ""SARA 17""[All Fields]"	0					no_candidate	
MirzaeiNilsson2015_EOP	Salmonella enterica	SARA_32	"""Salmonella enterica""[Organism] AND ""SARA 32""[All Fields]"	0					no_candidate	
MirzaeiNilsson2015_EOP	Salmonella enterica	SARA_33	"""Salmonella enterica""[Organism] AND ""SARA 33""[All Fields]"	0					no_candidate	
MirzaeiNilsson2015_EOP	Salmonella enterica	SARA_34	"""Salmonella enterica""[Organism] AND ""SARA 34""[All Fields]"	0					no_candidate	
MirzaeiNilsson2015_EOP	Salmonella enterica	SARA_42	"""Salmonella enterica""[Organism] AND ""SARA 42""[All Fields]"	1	3047327	AF057362	Salmonella paratyphi B 16S ribosomal RNA gene, partial sequence	1200	needs_review	
MirzaeiNilsson2015_EOP	Salmonella enterica	SARA_45	"""Salmonella enterica""[Organism] AND ""SARA 45""[All Fields]"	0					no_candidate	
MirzaeiNilsson2015_EOP	Salmonella enterica	SARA_50	"""Salmonella enterica""[Organism] AND ""SARA 50""[All Fields]"	0					no_candidate	
MirzaeiNilsson2015_EOP	Salmonella enterica	SARA_61	"""Salmonella enterica""[Organism] AND ""SARA 61""[All Fields]"	0					no_candidate	
